persona_item,category,confidence_score_init,source_interaction_type,source_object_id,source_timestamp,formatted_timestamp,source_hashtags,interaction_format,confidence_cross_referenced,relationship_type,related_personas,stereotype_mark,split,distractor_persona_item,distractor_category
"Active across Instagram Reels, Threads, and similar platforms",viral and trending social content,0.68,implicit_positive,670691,1775540584,"05:43, 04/07/2026","[""#trending""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Active across Instagram Reels, Threads, and similar platforms"", ""type"": ""similar""}]",neutral,train,,
Spends time scrolling trending short-form video content,viral and trending social content,0.75,implicit_positive,518667,1775540593,"05:43, 04/07/2026","[""#TikTokFam"", ""#ViralDance""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Spends time scrolling trending short-form video content"", ""type"": ""similar""}]",neutral,train,,
"Active across Instagram Reels, Threads, and similar platforms",viral and trending social content,0.71,implicit_positive,518667,1775540593,"05:43, 04/07/2026","[""#TikTokFam"", ""#ViralDance""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Active across Instagram Reels, Threads, and similar platforms"", ""type"": ""similar""}]",neutral,train,,
Invested in romantic relationship content,romantic couple relationships,0.81,implicit_positive,518667,1775540593,"05:43, 04/07/2026","[""#CoupleGoals"", ""#RelationshipGoals""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Invested in romantic relationship content"", ""type"": ""similar""}]",neutral,train,,
Values long-term committed partnerships,romantic couple relationships,0.75,implicit_positive,518667,1775540593,"05:43, 04/07/2026","[""#CoupleGoals"", ""#RelationshipGoals""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Values long-term committed partnerships"", ""type"": ""similar""}]",neutral,train,,
Enjoys aspirational couple imagery and moments,romantic couple relationships,0.69,implicit_positive,518667,1775540593,"05:43, 04/07/2026","[""#CoupleGoals"", ""#RelationshipGoals""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys aspirational couple imagery and moments"", ""type"": ""similar""}]",neutral,train,,
Finds humor in everyday couple dynamics,romantic couple relationships,0.68,implicit_positive,518667,1775540593,"05:43, 04/07/2026","[""#CoupleGoals"", ""#RelationshipGoals""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Finds humor in everyday couple dynamics"", ""type"": ""similar""}]",neutral,train,,
Likely has or loves dogs as part of the family,pets and dog ownership,0.58,implicit_positive,518667,1775540593,"05:43, 04/07/2026","[""#DogsofTikTok""]",Facebook: stayed on an image for more than 5 seconds,0.8,similar,"[{""persona_item"": ""Likely has or loves dogs as part of the family"", ""type"": ""similar""}]",neutral,train,,
Uses humor content as a mood-lifter throughout the day,comedy and humor content,0.83,implicit_positive,518667,1775540593,"05:43, 04/07/2026","[""#ComedyGold"", ""#LightheartedVibes""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Uses humor content as a mood-lifter throughout the day"", ""type"": ""similar""}]",neutral,train,,
Enjoys short-form comedy reels and viral funny clips,comedy and humor content,0.81,implicit_positive,518667,1775540593,"05:43, 04/07/2026","[""#ComedyGold"", ""#LightheartedVibes""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys short-form comedy reels and viral funny clips"", ""type"": ""similar""}]",neutral,train,,
"Appreciates wholesome, light-hearted humor over edgy comedy",comedy and humor content,0.65,implicit_positive,518667,1775540593,"05:43, 04/07/2026","[""#ComedyGold"", ""#LightheartedVibes""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Appreciates wholesome, light-hearted humor over edgy comedy"", ""type"": ""similar""}]",neutral,train,,
Follows comedy creators and prank content,comedy and humor content,0.63,implicit_positive,518667,1775540593,"05:43, 04/07/2026","[""#ComedyGold"", ""#LightheartedVibes""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Follows comedy creators and prank content"", ""type"": ""similar""}]",neutral,train,,
Actively engaged in daily motherhood experiences,motherhood and parenting,0.85,implicit_positive,548737,1775540631,"05:43, 04/07/2026","[""#EmbarrassingMoments"", ""#MomLife""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Actively engaged in daily motherhood experiences"", ""type"": ""similar""}]",stereotypical,train,,
Parenting young children at home,motherhood and parenting,0.81,implicit_positive,548737,1775540631,"05:43, 04/07/2026","[""#EmbarrassingMoments"", ""#MomLife""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Parenting young children at home"", ""type"": ""similar""}]",neutral,train,,
Follows mom-oriented lifestyle content creators,motherhood and parenting,0.78,implicit_positive,548737,1775540631,"05:43, 04/07/2026","[""#EmbarrassingMoments"", ""#MomLife""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Follows mom-oriented lifestyle content creators"", ""type"": ""similar""}]",neutral,train,,
"Values sharing candid, real-life parenting moments",motherhood and parenting,0.71,implicit_positive,548737,1775540631,"05:43, 04/07/2026","[""#EmbarrassingMoments"", ""#MomLife""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Values sharing candid, real-life parenting moments"", ""type"": ""similar""}]",neutral,train,,
Identifies strongly with a community of mothers online,motherhood and parenting,0.75,implicit_positive,548737,1775540631,"05:43, 04/07/2026","[""#EmbarrassingMoments"", ""#MomLife""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Identifies strongly with a community of mothers online"", ""type"": ""similar""}]",neutral,train,,
Uses humor content as a mood-lifter throughout the day,comedy and humor content,0.8,implicit_positive,548737,1775540631,"05:43, 04/07/2026","[""#ComedyGold""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Uses humor content as a mood-lifter throughout the day"", ""type"": ""similar""}]",neutral,train,,
Enjoys short-form comedy reels and viral funny clips,comedy and humor content,0.78,implicit_positive,548737,1775540631,"05:43, 04/07/2026","[""#ComedyGold""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys short-form comedy reels and viral funny clips"", ""type"": ""similar""}]",neutral,train,,
"Appreciates wholesome, light-hearted humor over edgy comedy",comedy and humor content,0.62,implicit_positive,548737,1775540631,"05:43, 04/07/2026","[""#ComedyGold""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Appreciates wholesome, light-hearted humor over edgy comedy"", ""type"": ""similar""}]",neutral,train,,
Follows comedy creators and prank content,comedy and humor content,0.6,implicit_positive,548737,1775540631,"05:43, 04/07/2026","[""#ComedyGold""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Follows comedy creators and prank content"", ""type"": ""similar""}]",neutral,train,,
Centers family togetherness as a core value,family bonding and togetherness,0.8,implicit_positive,726061,1775540673,"05:44, 04/07/2026","[""#familygoals""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Centers family togetherness as a core value"", ""type"": ""similar""}]",stereotypical,train,,
Enjoys wholesome family-activity content,family bonding and togetherness,0.72,implicit_positive,726061,1775540673,"05:44, 04/07/2026","[""#familygoals""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys wholesome family-activity content"", ""type"": ""similar""}]",neutral,train,,
Aspires to strong family traditions and shared routines,family bonding and togetherness,0.68,implicit_positive,726061,1775540673,"05:44, 04/07/2026","[""#familygoals""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Aspires to strong family traditions and shared routines"", ""type"": ""similar""}]",stereotypical,train,,
Seeks practical parenting tips and hacks,parenting and child-rearing,0.7,implicit_positive,726061,1775540673,"05:44, 04/07/2026","[""#parentingdoneright""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Seeks practical parenting tips and hacks"", ""type"": ""similar""}]",neutral,train,,
Enjoys humor that pokes fun at the chaos of parenting,parenting and child-rearing,0.72,implicit_positive,726061,1775540673,"05:44, 04/07/2026","[""#parentingdoneright""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys humor that pokes fun at the chaos of parenting"", ""type"": ""similar""}]",neutral,train,,
Feels validated by content about parenting struggles,parenting and child-rearing,0.65,implicit_positive,726061,1775540673,"05:44, 04/07/2026","[""#parentingdoneright""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Feels validated by content about parenting struggles"", ""type"": ""similar""}]",neutral,train,,
Looks for relatable everyday parenting stories,parenting and child-rearing,0.7,implicit_positive,726061,1775540673,"05:44, 04/07/2026","[""#parentingdoneright""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Looks for relatable everyday parenting stories"", ""type"": ""similar""}]",neutral,train,,
Enjoys home cooking and preparing family meals,home cooking and food,0.78,implicit_positive,726061,1775540673,"05:44, 04/07/2026","[""#dinnerdate""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys home cooking and preparing family meals"", ""type"": ""similar""}]",stereotypical,train,,
Seeks easy recipe inspiration online,home cooking and food,0.72,implicit_positive,726061,1775540673,"05:44, 04/07/2026","[""#dinnerdate""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Seeks easy recipe inspiration online"", ""type"": ""similar""}]",neutral,train,,
Appreciates food content that feels homemade and wholesome,home cooking and food,0.68,implicit_positive,726061,1775540673,"05:44, 04/07/2026","[""#dinnerdate""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Appreciates food content that feels homemade and wholesome"", ""type"": ""similar""}]",neutral,train,,
Values cooking as an act of love and family care,home cooking and food,0.66,implicit_positive,726061,1775540673,"05:44, 04/07/2026","[""#dinnerdate""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Values cooking as an act of love and family care"", ""type"": ""similar""}]",stereotypical,train,,
Has a sweet tooth and enjoys desserts,home cooking and food,0.55,implicit_positive,726061,1775540673,"05:44, 04/07/2026","[""#dinnerdate""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Has a sweet tooth and enjoys desserts"", ""type"": ""similar""}]",neutral,train,,
Enjoys beauty and nail-art content,"beauty, nails, and personal style",0.7,implicit_positive,726061,1775540673,"05:44, 04/07/2026","[""#fashiondisasters""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys beauty and nail-art content"", ""type"": ""similar""}]",stereotypical,train,,
Keeps up with fashion and personal style inspiration,"beauty, nails, and personal style",0.6,implicit_positive,726061,1775540673,"05:44, 04/07/2026","[""#fashiondisasters""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Keeps up with fashion and personal style inspiration"", ""type"": ""similar""}]",neutral,train,,
"Values presenting a polished, put-together look","beauty, nails, and personal style",0.58,implicit_positive,726061,1775540673,"05:44, 04/07/2026","[""#fashiondisasters""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Values presenting a polished, put-together look"", ""type"": ""similar""}]",neutral,train,,
Uses humor content as a mood-lifter throughout the day,comedy and humor content,0.8,implicit_positive,726061,1775540673,"05:44, 04/07/2026","[""#humor""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Uses humor content as a mood-lifter throughout the day"", ""type"": ""similar""}]",neutral,train,,
Enjoys short-form comedy reels and viral funny clips,comedy and humor content,0.78,implicit_positive,726061,1775540673,"05:44, 04/07/2026","[""#humor""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys short-form comedy reels and viral funny clips"", ""type"": ""similar""}]",neutral,train,,
